amie,nombre_institucion
01H00551,Escuela de Educación Básica Fiscal Carlos Terán Zenteno
01H00595,Xavier Muñoz Chávez
01H00876,Juan Contreras
01H00997,Escuela de Educación Básica Brasil
01H01066,Emilio Moscoso
01H01193,Escuela de Educación Básica Alberto María Andrade
01H01197,Pio Bravo
01H01292,Escuela de Educación Básica Sergio Raúl Valverde
02B00092,Vicente Ramón Roca
02B00108,Escuela Princesa Toa
02B00113,Alejandro Andrade Coello
02H00013,Unidad Educativa Guaranda
02H00300,Unidad Educativa BelisaRío Quevedo
02H00338,Unidad Educativa CompensatoRío Junta Nueva
02H00665,Escuela de Educación Básica Buenos Aires
03B00035,Tupak Katari
03H00018,Santa Marianita de Borrero
03H00160,2 de Agosto
03H00173,Eduardo Salustio López Guerra
03H00207,Andrés Guritave
03H00210,Daniel Muñoz Serrano
03H00307,Simón Bolívar
03H00441,San Juan Bosco
03H00491,Escuela de Educación Básica Miguel de Cervantes
03H00625,Escuela de Educación Básica Primero de Agosto
04H00110,Tufiño
05H00008,Ana Páez
05H00013,Loja
05H00558,José Joaquín Olmedo
05H00600,San Francisco
05H00680,Escuela de Educación Básica Naciones Unidas
05H00725,Vicente Solano
06B00018,Escuela Manuel Chili
06B00123,Luis Plutarco Cevallos Guerra
06B00270,Escuela Manuel Coro
06B00308,Unidad Educativa Abya Yala
06B00507,Unidad Educativa Intercultural Bilingüe Nación Puruhá
06H00145,Combatientes de Tapi
06H00542,Isaías Garzón Loyola
06H00774,10 de Agosto
06H00917,Colegio Gonzol
06H01425,Instituto Particular Bilingüe ABC
07H00002,Colegio de Bachillerato Juan Montalvo
07H00006,Luis Amando Ugarte
07H00020,Unidad Educativa Particular La Inmaculada
07H00033,Andrés Cedillo Prieto
07H00049,Dr. José Jaramillo Montoya
07H00177,Celia Rosario Palacios Ordoñez
07H00215,Colegio de Bachillerato República del Perú
07H00320,Ciudad de Machala
07H00333,Nueva Semillita
07H00401,Albert Einstein
07H00414,María Piedad Castillo de Levi
07H00509,Escuela de Educación Básica Provincia de Napo Pastaza
07H00619,Colegio de Bachillerato José Miguel García Moreno
07H00626,Colegio de Bachillerato 6 de Agosto
07H00724,Jacinta Valdiviezo Banegas
07H00926,Colegio de Bachillerato Leovigildo Loayza Loayza
07H00943,Escuela de Educación Básica Dr.  Gonzalo Abad Grijalva
07H00991,Unidad Educativa Juan José Loayza
07H01063,Escuela de Educación Básica Atahualpa
07H01091,General Alcides Pesantes Villacís
08B00044,CECIB María Reina del Mundo
08B00045,CECIB Luz y Vida
08H00079,Colegio de Bachillerato Fiscal Ramón Bedoya Navia
08H00225,Escuela EGB Fiscal 12 de Octubre
08H00316,Escuela EGB Fiscal Provincia del Oro
08H00369,Unidad Educativa Fiscal Alfonso Quiñónez George
08H00412,Unidad Educativa Walter Quiñónez Sevilla
08H00598,Escuela EGB Alfredo Rodríguez Vera
08H00732,Escuela Nicolás Javier de Gorivar
08H00760,Colegio Alejandro Otoya Briones
08H00773,Escuela Río Putumayo
08H00801,EGB Particular Andrés Bello
08H00849,Escuela EGB Quiteño Libre
08H01120,UEM Carlos Cueva Tamariz (Escuela Carlos Cueva Tamariz)
08H01157,Escuela Julio Placencio Trujillo
08H01182,La Concordia
08H01195,Escuela EGB Fiscal 26 de Agosto
08H01315,Colegio Bachillerato Tonchigue
08H01318,Escuela de Educación Básica Victoria Vásquez Zúñiga
08H02401,Unidad Educativa Libertad de Timbre
08H02402,Unidad Educativa Macará
09H00040,Unidad Educativa Mercantil
09H00043,Escuela de Educación Básica Fiscal República de México
09H00135,Teodoro Maldonado Carbo
09H00180,Alberto Perdomo Franco
09H00183,Madre de Dios
09H00197,Isabel Tamariz de Salazar
09H00251,Filiberto López Arévalo
09H00266,Leonardo R Aulestia
09H00346,Provincia del Azuay
09H00353,Unidad Educativa Juan XXIII
09H00376,Selecta 116
09H00406,Unidad Educativa Fiscal Alonso de Illescas
09H00411,Escuela Jorge Villacrés Moscoso
09H00444,Angelitos a Estudiar
09H00547,Escuela de Educación Básica Fiscal Agustín Vera Loor
09H00651,Unidad Educativa Ati II Pillahuaso
09H00689,Colegio Particular Internacional Speedwriting
09H00700,Escuela de Educación Básica Fiscal Sociedad Italiana Garibaldi
09H00709,Escuela General de Ed Bas Casita de Verano
09H00777,Escuela de Educación Básica Completa Fiscal Pedro Vicente Maldonado
09H00876,Unidad Educativa Fiscal Veintiocho de Mayo
09H00948,Mundial 360 y Mundial School 1382
09H00991,Escuela de Educación Básica Fiscal Blanca García Plaza de Arias
09H01021,Templo del Saber 479
09H01072,Ciencia y Progreso
09H01182,Unidad Educativa Fiscal Violeta Luna Carrera
09H01210,Unidad Educativa Milenium
09H01261,Señor de La Divina Esperanza
09H01262,Escuela de Educación Básica Fiscal Coralia Aguirre de Villacrés
09H01268,Unidad Educativa Fiscal Augusto Mendoza Moreira
09H01335,Escuela Particular Camino Al Bello Amanecer
09H01383,Escuela de Educación Básica Fiscal Quito
09H01458,Escuela Particular Nro. 224 San Gabriel
09H01487,Escuela República de El Salvador
09H01526,Unidad Educativa Particular Paulo Freire
09H01529,Juan Diego
09H01577,Néstor Pérez Valencia
09H01606,Escuela de Educación Básica Particular Narcisa de Jesús
09H01610,Escuela de Educación Básica Dolores Cacuango
09H01638,Unidad Educativa Guayasamín
09H01765,Unidad Educativa Particular La Consolata
09H01771,Colegio Fiscal Dr. Francisco Campos Coello
09H01791,Luz del Mañana
09H01840,Academia Naval Almirante Illingworth
09H01878,Muñequitos
09H01887,Escuela de Educación Básica Particular Nuevo Continente
09H02018,Escuela de Educación Básica Fiscal Isabel Herrería Herrería
09H02069,Escuela de Educación Básica Particular Provincia de Esmeraldas
09H02083,Centro de Educación Básica Río Putumayo
09H02224,Escuela General de Educación Básica Corazón de Jesús
09H02243,Escuela de Educación General Básica Fiscal Blanca Gilbert de Intriago
09H02320,Nuestra Señora del Quinche
09H02359,Escuela de Educación Básica Completa Fiscal Jaime Flores Murillo
09H02379,Particular Vivencias de Mi Niñez
09H02404,Escuela de Educación Básica Fiscal 13 de Abril
09H02479,Escuela de Educación Básica Fiscomisional Mons. Néstor Astudillo Nro. 8
09H02512,Escuela de Educación Básica Particular Santa de Hungría
09H02526,Unidad Educativa Fiscal Jaime Roldós Aguilera
09H02531,Escuela Particular Nro. 136 Santo Thomas de Aquino
09H02571,Escuela de Educación Básica Particular Guayas
09H02648,Escuela de Educación Básica Fiscal Joaquín Gallegos Lara
09H02704,Escuela de Educación Básica Fiscal Oswaldo Guayasamín
09H02770,Centro de Educación Inicial César Andrade Cordero
09H02782,Escuela de Educación Básica Fiscal Isidro Ayora Cueva
09H02793,Escuela de Educación Básica Fiscal Prof. José Vicente Álvarez Carvajal
09H02946,Cruz Alejandro Basurto Toala
09H03064,Benigna Pareja de Macías
09H03082,Leopoldo Benites Vinueza
09H03193,Escuela Fiscal Hacia El Ideal
09H03201,Unidad Educativa Nueva Aurora
09H03206,Escuela Sergio Manuel Coloma
09H03297,Unidad Educativa Riberas del Daule
09H03338,Miguel Cervantes
09H03341,Oswaldo Vásconez Argüello Nro. 7
09H03454,Escuela de Educación Básica Fiscal Guillermo Davis
09H03458,Escuela de Educación Básica Carlos Luis Plaza Dañin
09H03554,Escuela de Educación Básica Luis Sánchez Borja
09H03584,Colegio Bachillerato Ciudad de Tiwintza
09H03589,Emaús
09H03605,Escuela de Educación Básica González Benítez Gómez
09H03627,Unidad Educativa. Dr. Luis Cordero Crespo
09H03704,Federico González Suárez
09H03737,Pio Jaramillo Alvarado
09H03832,Escuela de Educación Básica Pedro J Menéndez
09H03875,Escuela de Educación Básica Estados Unidos de Norteamérica
09H03882,Escuela de Educación Básica Luz de América
09H04054,Escuela de Educación Básica Huancavilca
09H04150,E.E.B. Veinticuatro de Mayo
09H04188,E.E.B. Antares
09H04197,U. E Jerusalén
09H04220,E.E.B. Semira Acuña de Castro
09H04265,E.E..B Carlos Benjamín Rosales
09H04297,Escuela de Educación Básica Abdón Calderón
09H04319,San José
09H04360,Arturo Serrano Armijos
09H04631,Escuela de Educación Básica Fiscal Juan Montalvo
09H04704,Escuela de Educación Básica Fiscal Oswaldo Guayasamín
09H04774,Unidad Educativa José Abel Castillo
09H04841,Escuela de Educación Básica Francisco Iñiguez Castro
09H04848,Escuela de Educación Básica Lautaro Vera Villegas
09H04944,Escuela de Educación Básica Vicente Rocafuerte
09H05025,Escuela de Educación Básica Carlos Torres Salas
09H05053,Inti Raimi
09H05102,Juan Bautista Yagual Mite
09H05172,Unidad Educativa Narcisa de Jesús
09H05178,Unidad Educativa General Antonio Elizalde
09H05342,Mons. Edmundo Carmody
09H05375,Unidad Educativa José María Velasco Ibarra
09H05449,Escuela de Educación Básica Jaime Roldós Aguilera
09H05513,Escuela de Educación Básica Fiscal Mayor Ignacio Viteri Mosquera
09H05541,Tesoritos de Jesús
09H05745,Escuela de Educación Básica Fiscal Alejandro Játiva Martínez
09H06011,Escuela de Educación Básica Nueva Esperanza
09H06050,Escuela de Educación Básica Fiscal José María Urbina
09H06078,Escuela de Educación Básica Fiscal Manuel Rendón Seminario
09H06211,Escuela de Educación Básica Sueños y Fantasías
09H06224,Escuela de Educación Básica Torremolinos
09H06656,UEM Ileana Espinel Cedeño (Tarqui Chemise)
10B00155,Unidad Educativa José Pedro Maldonado Duque
10H00017,U.E. Academia Militar San Diego
10H00037,Unidad de Formación Artesanal María Angélica Idrobo
10H00163,César Borja
10H00289,"Unidad Educativa"" Luis Ulpiano de La Torre"""
10H00469,Juan Montalvo Nro. 2
10H00479,Alfredo Baquerizo Moreno
10H00508,La Dolorosa
11B00039,Mons. Bolívar Jaramillo
11H00001,Escuela de Educación Básica Miguel RiofRío Nro. 1
11H00163,Dra. Matilde Hidalgo de Procel Nro. 1
11H00290,Gustavo Darquea Terán
11H00403,Colegio de Bachillerato San Pedro de Vilcabamba
11H01199,Escuela de Educación Básica Lauro Guerrero Becerra
11H01382,Unidad Educativa Fiscomisional Santa Mariana de Jesús
11H01458,Colegio de Bachillerato Vicente Bastidas Reinoso
11H01467,Cazadores de Los Ríos
11H01608,Soldado Francisco Arturo Coronel
11H01623,Primero de Mayo
11H01625,Escuela de Educación Básica Zoila Rendón de Mosquera
12H00116,Unidad Educativa Adolfo María Astudillo
12H00155,Unidad Educativa Caracol
12H00196,Escuela de Educación Básica Armando Pareja Coronel
12H00316,Escuela de Educación Básica Tomás Gonzales Rubio
12H00371,Escuela de Educación Básica Assad Bucaram
12H00424,Escuela de Educación Básica Mercedes Molina
12H00487,Escuela de Educación Básica Ángel Villamarin Ortiz
12H00597,Unidad Educativa Diez de Agosto
12H00714,Carlos Julio Arosemena Tola
12H00830,Escuela de Educación Básica 15 de Noviembre
12H00976,Escuela de Educación Básica Jacinto Martin Aspiazu Peralta
12H00993,Escuela de Educación Básica Abdón Calderón
12H01091,Escuela Educación Básica San Francisco de Quito
12H01101,Escuela de Educación Básica Isidro Ayora
12H01191,Unidad Educativa 16 de Mayo
12H01267,Escuela de Educación Básica Pedro Pablo Egüez Baquerizo
12H01284,Escuela de Educación Básica Puna
12H01406,Escuela de Educación Básica Prof. Carlos Coello Icaza
12H01517,Nuestra Señora de Fátima
12H01534,Escuela de Educación Básica José María Baquerizo
12H01589,Escuela de Educación Básica Nicolás Infante Díaz
12H01861,Escuela de Educación Básica Vicente Rocafuerte
12H01953,Unidad Educativa Mocache
12H01973,Escuela de Educación Básica Gabriel García Moreno
12H02172,Escuela de Educación Básica Lideres del Saber
13H00182,General Rumiñahui
13H00196,Escuela de Educación Básica Portoviejo Nro. 25
13H00283,Vicente Rocafuerte
13H00490,Escuela de Educación General Básica Francisco Pacheco
13H00565,José de La Cuadra
13H00586,Unidad Educativa Felipe Saul Morales
13H00594,Unidad Educativa Fiscal 25 de Mayo
13H00659,Eloy Alfaro
13H00789,Simón Bolívar
13H00799,Quinche Félix Rezabala
13H00912,U. E. Trajano Centeno Rivadeneira
13H00949,Pio Zambrano Rivadeneira
13H01182,Dr. Luis Cordero Crespo
13H01209,Wilfrido Leónidas Pinargote
13H01789,José Homero Ardila
13H01840,Unidad Educativa Fiscal Cecilia Velásquez Murillo
13H01913,Gracia Moreno
13H01949,Unidad Educativa Fiscal Quince de Octubre
13H02090,Escuela de Educación Básica Particular Hule
13H02113,Guillermo Bucheli Vergara
13H02154,Junín Nro. 60
13H02392,Pedro Fermín Cevallos
13H02571,Colegio Particular Lev Vigotsky
13H02664,Escuela Sucre Nro. 10
13H02966,Escuela de Educación Básica Antonio José de Sucre
13H03060,Amalia de Zambrano
13H03062,Howard José Moreira
13H03178,León Febres Cordero
13H03278,Chimborazo
13H03326,Escuela de Educación Básica Eloy Alfaro
13H03379,Escuela de Educación Básica María de Los Ángeles
13H03390,Unidad Educativa Fiscal Pueblo Nuevo
13H03613,10 de Agosto
13H03828,Carlos Segundo Hernández Hidalgo
13H03873,San Gabriel de Guachapeli
13H04142,Unidad Educativa Isidoro Barriga
13H04551,Autónomo de Manabí
13H05139,Eloy Alfaro
13H05362,Unidad Educativa Dr. Manuel Benjamín Carrión
13H05394,Unidad Educativa Anchundia Andrade Génesis
13H05398,Unidad Educativa Santa Teresa
13H05416,Unidad Educativa Mathius Josué Quintanilla Sierra Con Código
14B00084,CECIB Jimpikit
14B00110,Escuela de Educación Básica Bilingüe 25 de Junio
14B00385,Luis Felipe Borja
14H00001,Escuela de Educación Básica 29 de Mayo
14H00200,Unidad Educativa Indanza
14H00247,Isabel de Godín
14H00445,5 de Septiembre
15B00037,Hermano Hermenegildo Guerrini
15H00089,Dolores Sucre Lavayen
15H00125,Unidad Educativa Nacional Misahualli
15H00196,Ita
15H00207,Enrique Avelino Silva
16H00004,Unidad Educativa Provincia de Pastaza
17B00172,Mariscal Sucre
17H00067,Junta Nacional de La Vivienda
17H00119,Unidad Educativa Pitágoras
17H00120,Colegio Fiscal Eloy Alfaro
17H00207,Fernando Daquilema
17H00278,Leonardo Ponce Pozo
17H00280,Escuela de Educación Básica Abraham Lincolnscuc
17H00281,Raúl Andrade
17H00370,Salomón
17H00451,Ernesto Che Guevara
17H00479,Unidad Educativa INEPE
17H00483,Dr. Emilio Uzcátegui
17H00592,Edmundo de Amicis
17H00597,Daniel Enrique Proaño
17H00863,Fernando Pons
17H00961,Carcelén
17H01017,Ecuatoriano Español América Latina
17H01054,Ciudad de Bergen
17H01059,Rafael Cruz Cevallos
17H01080,Manuel Adrián Navarro
17H01219,Gonzalo Escudero
17H01235,Jorge Mantilla Ortega
17H01241,Capitán Alfonso Arroyo Aguirre
17H01436,9 de Julio
17H01457,Alejandro Andrade Coello
17H01461,Gonzalo Zaldumbide
17H01487,Santa María del Rosario
17H01524,Línea Equinoccial
17H01570,Antonio Flores
17H01572,María Teresa Dávila de Rosania
17H01741,Carmen Amelia Hidalgo
17H01809,Benigno Malo
17H01813,Luis Pasteur
17H01877,24 de Julio
17H01920,Los Álamos
17H01994,Simón Rodríguez
17H02004,Luis Napoleón Dillon
17H02032,Scotland School
17H02085,María Clara Díaz Mejía
17H02101,Roberto Espinosa
17H02102,Mariano Coyago
17H02159,Francisco Andrade Marín
17H02346,Alfredo Boada Espín
17H02348,Unidad Educativa del Milenio Cochasquí
17H02439,Unidad Educativa Juan de Salinas
17H02493,Unidad Educativa San Miguel de Los Bancos
17H02921,de Esperanza
17H02951,Matilde Álvarez
17H02963,Giovanni Bellini
17H02964,Frederich Skinner
17H03218,Unidad Educativa Manuela de Santa Cruz y Espejo
17H03242,Los Pinos
17H03563,Semionovych
18H00097,Unidad Educativa Hispano América
18H00099,Oriente
18H00118,España
18H00139,Unidad Educativa Experimental Pedro Fermín Cevallos
18H00168,Los Nogales
18H00175,Atahualpa
18H00231,José Fidel Hidalgo Pérez
18H00480,Ignacio Ordoñez
18H00564,Mariscal Sucre
18H00652,Nueva Esperanza
19H00113,Escuela de Educación Básica Víctor Manuel Peñaherrera
19H00299,Caspicara
21B00102,24 de mayo
21H00002,Jorge Añazco Castillo
21H00038,Quito
21H00125,Cayambe
21H00542,Unidad Educativa Temporal Dr. Julio Álvarez Crespo
21H00586,Hna. Inés Arango Velásquez
21H00883,Escuela de Educación General Básica Particular Santiago de Quito
22H00078,Metropolitan School
22H00125,Yaguachi
22H00260,Agoyán
22H00327,Escuela de Educación Básica 24 de Octubre
23H00061,Unidad Educativa Distrito Metropolitano
23H00074,Augusto Solorzano Constantine
23H00199,Unidad Educativa Particular Tercer Milenio
23H00231,Unidad Educativa 6 de Octubre
23H00382,Provincia de Pichincha
23H00497,Margarita Ponce Gangotena
23H00499,Unidad Educativa Río Pastaza
23H00757,Unidad Educativa Oswaldo Guayasamín
23H00826,Unidad Educativa Zoila Etelvina Paredes Amán
23H00828,Unidad Educativa Eladio Roldós Barreiro
24H00036,Dr. Otto Arosemena Gómez
24H00072,Ignacio Alvarado
24H00114,José Martínez Cobo
24H00172,Dr. Cesáreo Lindao González
24H00188,Mauricio Hermenejildo Domínguez
24H00196,El Mundo de Los Niños
24H00283,Escuela Santa Rosa
24H00309,César Rohon Sandoval
24H00313,Virginia Reyes González
24H00335,Unidad Educativa Almirante Alfredo Poveda Burbano
24H00380,Escuela Salinas Siglo XXI
24H00389,Luz del Saber
01H00011,Nuevo Milenio
01H00116,Otto Arosemena Gómez
01H00187,Unidad Educativa Octavio Cordero Palacios
01H00203,Escuela de Educación Básica República de Colombia
01H00277,Escuela de Educación Básica Fiscomisional Sor Teresa Valse
01H00314,Unidad Educativa Víctor Gerardo Aguilar
01H00329,Escuela de Educación Básica Ignacio Malo Tamariz
01H00378,Escuela de Educación Básica San Roque
01H00445,Unidad Educativa Particular Yanuncay
01H00446,Unidad Educativa Particular Príncipe de Paz
01H00480,Héctor Sempertegui García
01H00509,Agustín Carrión Heredia
01H00542,Cornelio Crespo Toral
01H00640,Escuela de Educación Básica 19 de Marzo
01H00656,Jesús del Gran Poder
01H00681,Manuel Sebastián Vanegas Pacheco
01H00711,Adolfo Torres
01H00769,San Francisco de Sales
01H00833,Dora Beatriz Canelos
01H01114,Escuela de Educación Básica Río Amazonas
01H01241,Escuela de Educación Básica Federico González Suárez
01H01250,Cornelio Vélez
01H01252,Escuela de Educación Básica Cabo Minacho
01H01262,Escuela de Educación Básica Guarumal
01H01481,"Unidad Educativa Temporal ""El Pan"""
01H01584,Escuela de Educación Básica 16 de Julio
01H01642,El Sol
01H01649,Unidad Educativa Fiscomisional San José de La Salle
02H00015,Ángel Polibio Chaves
02H00128,10 de Noviembre
02H00137,Unidad Educativa La Palma
03H00031,Escuela de Educación Básica 16 de Abril
03H00303,Dr. Luis Roberto Chaco 01
03H00380,Unidad Educativa San Francisco de Gualleturo
03H00700,Colegio Particular Marco Vicuña Domínguez
04H00181,Monte Olivo
04H00408,Santa Mariana de Jesús
05H00003,Juan Abel Echeverría
05H00120,Simón Rodríguez
05H00279,John F. Kennedy
05H00286,Dr. Néstor Mogollón López
05H00380,3 de Noviembre
05H00515,Dr. Antonio Ante
05H00840,Escuela de Educación Básica Internacional Cotopaxi
05H00857,Coronel Héctor Espinosa
06H00243,Unidad Educativa Mercedes de Jesús Molina
06H00436,"Colegio de Bachillerato Técnico Fiscal ""Condorazo"""
06H00446,Instituto Tecnológico Superior Puruha
06H00697,Santa Mariana de Jesús
06H01010,Unidad Educativa 29 de Septiembre
06H01430,Unidad Educativa Hispanoamérica
06H01529,Unidad Educativa Andes College
07H00131,Unidad Educativa Particular Julio María Matovelle
07H00149,Mi Sendero
07H00274,Colegio de Bachillerato Particular 9 de Mayo
07H00279,Unidad Educativa Particular 24 de Mayo
07H00404,Once de Noviembre
07H00550,Colegio de Bachillerato Chilla
07H00673,Esc Básica Jambelí
07H00970,Colegio de Bachillerato Paquisha
07H01169,Rosa de Luxemburgo
07H01194,Red de Platanillo
07H01265,Escuela de Educación Básica Vicente Rocafuerte
08H00073,Colegio de Bachillerato Fiscal Margarita Cortes
08H00173,Unidad Educativa Particular Jambelí
08H00462,Unidad Educ. Fiscomisional Santa María Goretti
08H00601,Esc. EGB. Nueva Unión
08H00800,Escuela EGB. Manuel Córdova Galarza
08H00881,Escuela Coronel Ramón Valdés Cervantes
08H00890,Escuela EGB Ángelo Patry N64
08H00924,Sagrado Corazón
08H01128,Mundo Infantil Y Colegio Español
08H01129,Luz del Evangelio
08H01132,Juan Montalvo
08H01144,Dr. Andrés F.Cordova
08H01269,Colg.Bach 12 de Octubre
08H01401,Donato Yannuzzelly Ortiz
08H02404,Unidad Educativa Particular Nuestra Señora del Cisne
09H00014,Unidad Educativa Santa Mariana de Jesús
09H00061,Unidad Educativa Fiscal Enrique Gil Gilbert
09H00067,Unidad Educativa Chelcie
09H00154,Nuestra Señora del Rosario de Pompeya
09H00194,Estero Salado
09H00327,Carlos Armando Romero Rodas
09H00624,Unidad Educativa Padre Cayetano Tarruell
09H00630,Unidad Educativa Particular Visión
09H00776,Escuela de Educación Básica Fiscal Angel Autilio del Cioppo Becerra
09H00824,Unidad Educativa Particular San José de Calasanz
09H00861,Unidad Educaticva El Samán
09H00964,Unidad Educativa Interamericano Cebi
09H01041,Unidad Educativa Las Américas
09H01246,Colegio Particular San Benildo La Salle
09H01296,María de Nazareth
09H01338,Semillas del Buen Pastor
09H01342,Jardin Escuela Colegio Mundo Hispano
09H01391,Franklin Leonel Mendoza Alcivar
09H01405,Jardín Alemán Humboldt
09H01433,Unidad Educativa Particular Bilingüe Montessori
09H01629,Colegio Particular Julio Aguayo Moreira
09H01937,Jardín Mi Segundo Hogar
09H02024,Colegio Fiscal Provincia de Loja
09H02025,Unidad Educativa Particular Hugo Ortiz Garces
09H02085,Unidad Educativa Bilingüe Sagrados Corazones
09H02278,Escuela de Educación Básica Completa Particular Miguel Febres Cordero
09H02419,José Mejía Lequerica
09H02525,International School
09H02545,Escuela de Educación Básica Ing. Luis Chiriboga Parra
09H02650,Colegio Adventista del Pacífico
09H02791,Monte Moriah
09H02831,Escuela de Educación Básica Particular Padre Carlos Mantilla Rojas
09H02835,Centro de Educación Básica 24 de Mayo
09H03105,Unidad Educativa Colimes
09H03307,Aurora Cruz Cruz
09H03404,Esc. Particular Garcia Moreno
09H03406,Unidad Educativa Virgen del Carmen
09H03427,Unidad Educativa Bilingüe Delta
09H03459,Escuela de Educación Básica Bronislaw Wierdak Feraud
09H03500,UE. Pablo Picasso
09H03714,EEB. Batalla del Pichincha
09H03818,Gil Ruperto Menendez
09H03833,Escuela de Educación Básica 5 de Junio
09H03873,Unidad Educativa El Paraiso
09H04007,Unidad Educativa Particular La Inmaculada Concepcion
09H04109,E.E.B. Primer Impacto
09H04352,Unidad Educativa Dr. José Falconi Villagomez
09H04398,Río Amazonas
09H04452,Manuel Francisco Vera
09H04453,Pedro Vicente Maldonado
09H04533,Unidad Educativa Ecuatoriana Austriaca
09H04630,Unidad Educativa Particular Crear
09H04662,Unidad Educativa Bilingüe Particular Abdón Calderón
09H04668,Unidad Básica N.º 4 Simón Bolívar
09H04717,Unidad Educativa Particular Bilingüe Nuevo Mundo
09H04908,Colegio de Bachillerato La Victoria
09H04963,Unidad Educativa San Rafael
09H05003,Unidad Educativa Trece de Octubre
09H05060,D Giovanni Bosco
09H05374,Colegio de Bachillerato Durán
09H05406,Unidad Educativa Particular Santo Tomás de Aquino
09H05451,Escuela de Educación Básica Particular Dr. José María Placido Caamaño
09H05544,Centinela Iberoamericana Cristiana
09H05669,Río Chanchan
09H05741,Unidad Educativa Particular Naciones Unidas
09H05771,Ciudad de Nazareth
09H05817,Sol En Los Andes
09H06186,Escuela de Educación Básica Hilando Arte
10H00102,La Inmaculada Concepcion
10H00210,Unidad Educativa Parambas
10H00246,Nocturno Atuntaqui
10H00325,Unidad Educativa Santa Ana de Cotacachi
10H00425,Unidad Educativa Temporal Carlos Ubidia Albuja
10H00516,U.E. Silvio Luis Haro Alvear
10H00598,San Vicente Ferrer
10H00769,Centro de Educación Inicial Particular Cardenal Bernardino Echeverria
11H00020,Escuela de Educación Básica 18 de Noviembre
11H00218,Escuela de Educación Básica Particular Timoteo
11H00275,Pompilio Reinoso Jaramillo
11H00279,Escuela de Educación Básica Benigno Bayancela
11H00319,González Suárez
11H00354,Víctor Mercante
11H00461,Colegio de Bachillerato Manuel Benjamín Carrion
11H00582,Colegio Bachillerato 14 de Octubre
11H00693,Colegio Emiliano Abendaño González
11H00705,Escuela de Educación Básica Fiscomisional San Vicente Ferrer
11H00957,Unidad Educativa San Vicente de Paul
11H01438,Napoleón Bonaparte
11H01709,Colegio de Bachillerato Lic. Miguel Antoliano Salinas Jaramillo
12H00221,Escuela Particular Adventista Lirio de Los Valles
12H00311,Escuela de Educación Básica Carlos Darwin
12H00317,Escuela de Educación Básica Vicente Piedrahita
12H00339,Unidad Educativa Miguel Angel Samaniego Jimenez
12H00558,Escuela de Educación Básica Ciudad de Montalvo
12H00979,Torre Fuerte
12H01087,Escuela de Educación Básica Ambato
12H01236,Escuela de Educación Básica Ann Stevens
12H01442,Escuela de Educación Básica Ciencia Y Fe
12H01608,Escuela de Educación Básica Holger Montenegro Molina
12H01636,Unidad Educativa Heroes del Cenepa
12H01805,Escuela de Educación Básica Buena Gratitud
12H01892,Escuela de Educación Básica Alejo Lascano
12H02241,Unidad Educativa Jorge Arsenio Mogrovejo Velasco
13H00144,Unidad Educativa Espíritu Santo
13H00152,Unidad Educativa Particular María Inmaculada
13H00329,Unidad Educativa Picoaza
13H00384,Unidad Educativa Santo Tomas
13H00496,Juan Montalvo
13H00724,Unidad Educativa Fiscomisional Santa Magdalena
13H00818,10 de Julio
13H01095,Unidad Educativa Santa Rita
13H01217,Unidad Educativa Particular Convento
13H01253,Manuel de Jesús Real
13H01305,Angustia Aragundi
13H01393,U. E. Dr. Oswaldo Castro Intriago
13H01405,Ciudad de Rocafuerte
13H01464,Santa María
13H01638,Unidad Educativa Rumiñahui
13H01838,José Viliulfo Cedeño Sánchez
13H01937,Redemptio
13H02170,24 de Mayo
13H02232,El Paraiso
13H02284,Olga Meza Santana
13H02377,Internacional Puerto de Manta
13H02408,Unidad Educativa El Porvenir
13H02663,Escuela de Educación Básica Fiscal Gregorio Marañón
13H02754,Escuela de Educación Básica Fiscal La Batalla de Balsamaragua
13H02792,Eeb Carlos Gonzales Artigas Diaz
13H02798,Unidad Educativa Particular Gral. Eloy Alfaro
13H02970,Escuela Fiscomisional San Pedro Nolasco
13H03055,José Joaquin Pino de Icaza
13H03179,Federico González Suárez
13H04001,Centro de Educación Básica Arnulfo Cevallos Intriago
13H04665,Los Algarrobos
13H05369,Unidad Educativa Belisario Quevedo
13H05372,Barquero
13H05393,Unidad Educativa Leonidas Fernandez
13H05400,Unidad Educativa José Ramón Zambrano
14H00044,General Quisquis
14H00236,Unidad Educativa Palora
14H00337,Escuela General Básica Media Fiscomisional Rumiñahui
14H00400,Unidad Educativa Fiscomisional Profesor Polivio Saquicela
15H00004,Elicio Olalla
15H00152,6 de Marzo
15H00156,Unidad Educativa Fiscomisional Juan Tanca Marengo
15H00158,Unidad Educativa Fiscomisional María Inmaculada
15H00238,Padre Juan de Velasco
15H00248,Marqués de Selva Alegre
15H00294,Patriota Michilena
16H00198,Monte Sinaí
17H00014,Luis Napoleón Dillon
17H00018,Alfonso Laso Bermeo
17H00174,Edward Joseph Flanagan
17H00185,San Francisco del Alvernia
17H00198,Cristiano Renuevo
17H00208,Diego Abad de Cepeda
17H00217,Planeta Azul
17H00318,El Prado
17H00423,Unidad Educativa Fiscomisional Virgen del Consuelo
17H00452,Ing. Jorge Ortiz Dávila
17H00534,Abelardo Moncayo
17H00687,Cardenal González Zumárraga
17H00810,Interamericano
17H00865,Francisco Febres Cordero
17H00875,República de Venezuela
17H00886,Celestin Freinet
17H00929,de Las Américas
17H00940,Mediterráneo
